,Tobin's Q,EPS,Liquidity,Profitability,Productivity,Leverage Ratio,Asset Turnover,Operational Margin,Return on Equity,Market Book Ratio,Assets Growth,Sales Growth,Employee Growth,BK
90260,2.345729964,-0.001270592,-3.265904772,-6.467377388,-2.587193722,-0.003587683,-1.016498266,0.054398229,0.002952029,-0.026677281,2.141468335,-0.115213466,-0.068664026,0
7161,-1.022802121,-0.001520344,0.333791737,0.150555536,0.035950198,0.006853921,0.322627266,0.057102678,0.002917012,-0.022362639,-0.147250194,-0.182660595,-0.173557789,0
37149,0.168057885,0.002321915,0.475689012,0.151996033,0.043173336,0.00118187,0.489498763,0.061934119,0.003309082,-0.021463645,0.098451121,-0.227624864,-1.404949463,0
35585,0.551853712,-0.000214163,-0.270649589,0.128443219,0.04053226,0.0124219,-0.483110161,0.072690381,0.003112791,0.921314558,0.078725975,-0.047423082,-0.071568873,0
16369,0.358353542,-0.001337262,0.333791737,-0.039763446,0.025043139,-7.44E-05,0.08677363,0.047170584,0.002851868,-0.014537964,1.309756525,0.006605061,-0.532511398,0
11869,-0.069974989,0.001557603,-0.270649589,0.190151188,0.038562205,0.005146102,0.077779708,0.060541113,0.003178165,-0.017753884,0.175048706,0.048475348,0.105335859,0
78162,0.004279318,-0.001284357,-0.489270844,0.039009974,0.035950198,-0.140539305,-0.483110161,0.061236371,0.003014836,-0.211757395,-0.30267363,-0.110289573,-0.630689223,0
11218,-1.105646676,-0.001293194,-0.734058865,0.007797346,-0.027650156,0.003031552,-1.016498266,0.054398229,-0.003386138,-0.021824238,-0.128951264,-0.115213466,-0.068664026,0
61523,0.926198359,-0.001903732,-0.489270844,0.085244212,0.025043139,0.005891596,-0.967228172,-0.084367176,0.002851868,-0.021079082,1.599111245,3.511403364,2.155266341,0
46154,1.311622835,5.43E-05,-0.296503066,0.201550811,0.060025129,0.000869697,0.050679087,0.083196427,0.003210874,-0.018839236,1.184314974,0.212631312,0.458778156,0
51213,-0.26984575,-0.001381136,-0.244396677,0.121903273,0.024410941,4.74E-06,-0.472672627,0.036532581,0.002949606,-0.019888014,0.051887534,0.24759528,0.402428354,0
56394,0.343045893,-0.001372376,-1.102163997,-0.19404401,0.030137148,-0.011093871,1.622658466,0.053728666,-0.001765112,-0.023008327,-0.534835025,0.263982239,-0.270795965,0
17435,-0.547917457,-0.000422755,-0.787841992,0.121903273,0.035950198,0.008612052,-0.766724484,0.072690381,0.003178165,-0.021745257,0.181615255,-0.061225976,0.110914433,0
49537,0.91389581,-0.001302024,-1.035803584,-0.371091087,0.032709617,0.02816441,-0.022486362,0.054398229,0.00278678,0.025679893,-0.434508985,-0.053282894,-0.259801055,0
71088,-1.403026666,-0.001760154,0.6249718,0.043530631,0.021264395,-7.44E-05,-0.483110161,0.030534919,0.001527387,-0.02193227,-0.887250798,1.596551728,0.344829133,0
50191,-0.725438186,7.36E-05,-0.555291574,0.142055467,0.038562205,0.003260189,1.862483256,0.056422662,0.003276332,-0.021494672,-0.084143367,-0.077266533,-0.143783047,0
88140,0.402998734,-0.001222262,-0.871909577,0.109371435,0.039874539,0.002649286,-0.525182713,0.073426248,0.003047473,-0.00557351,0.3875932,0.670601489,0.201676893,0
12512,-0.867743412,0.002672399,0.01028923,0.146274749,0.034650657,0.005295582,-0.12533891,0.057102678,0.003145471,-0.005398023,-0.433028231,-0.216983919,-0.066951402,0
49700,0.624414291,-0.001319658,-0.618007408,0.053773664,0.025043139,0.000162742,-1.016498266,-3.550070216,0.002851868,-0.020415757,0.557074897,-1.412712218,0.782322822,0
45024,1.007101699,0.002962747,0.102752702,0.157825303,0.042511554,0.005593965,-0.163424715,0.067604168,0.003145471,0.004277367,0.483761125,0.02340108,-0.032484898,0
27893,0.303802134,0.001406328,0.403827331,0.218360106,0.045164639,8.38E-05,-0.504081311,0.0855035,0.003309082,-0.021690012,0.26091741,-0.066486186,0.108739714,0
1240,-1.192357038,-0.000479257,0.299452356,0.157825303,0.03725407,0.006410696,0.158031529,0.058470425,0.003505861,-0.022755462,0.047974818,-0.125010684,0.257209196,0
9294,-0.473396833,-0.001450958,-0.049220379,0.096397921,0.035950198,-0.03437465,0.059732577,0.05778527,0.002754256,-0.023276191,-0.418974877,-0.013311061,0.010355172,0
81838,1.909083023,-0.001257795,-2.042921185,-2.18914698,-0.213193519,-7.44E-05,-1.016498266,0.054398229,0.002624296,-0.042439059,-2.126634278,-0.115213466,-0.068664026,0
78453,-0.24475733,0.001275684,-0.555291574,0.150555536,0.041850775,0.005891596,-0.32973301,0.069769962,0.003309082,0.038632447,-0.204208222,-0.18329771,-0.153104911,0
31292,-0.982751565,-0.001231158,-0.190681964,0.119337993,0.035299882,0.004320393,-0.289922997,0.058470425,0.003047473,-0.022567648,0.129484681,-0.172106105,-0.336626418,0
3049,-0.742581634,-0.000366083,0.040681249,0.151996033,0.03725407,0.008902915,-0.134825034,0.060541113,0.003145471,-0.022076593,1.292164727,0.100361258,1.152793171,0
15981,-0.594409312,0.000238178,-0.511649494,0.146274749,0.039217851,0.00477154,-0.192240381,0.063337032,0.003243596,-0.009944701,0.311550177,0.045739059,-0.721413812,0
27152,-0.069974989,0.00554876,-0.5336555,0.172862512,0.049844876,0.001103939,-0.32973301,0.084732339,0.003473031,-0.018484482,0.53205926,0.158147338,-0.142943777,0
21701,0.140724669,0.00056058,-0.371693457,0.165261771,0.04053226,0.00379165,0.245443238,0.060541113,0.003080125,0.000912055,0.008264029,-0.02124791,-0.111999509,0
64027,1.269421445,0.000658983,-0.419872007,0.131109347,0.041191008,0.005146102,-0.013267569,0.063337032,0.003112791,0.020355813,0.132676824,-0.220473077,-0.974680378,0
62470,-0.578758732,-0.001186599,0.265561849,0.087430327,0.034002532,-7.44E-05,-0.721426272,0.061236371,0.003112791,-0.021717635,-0.107954872,0.313685109,-0.068664026,0
60648,-0.19589905,-0.001293194,-0.296503066,0.095256643,0.03142118,-7.44E-05,-0.859386796,0.043979051,0.002982214,0.004870712,0.126156793,0.378130506,0.013979673,0
67042,-0.24475733,-0.000712741,0.475689012,0.237546883,0.037907609,0.00032041,0.077779708,0.05984836,0.003112791,-0.014777406,-0.245076967,-0.095594134,0.201676893,0
62069,1.381486725,-0.000488657,-0.190681964,0.153443278,0.044499886,-7.44E-05,2.480888796,0.057102678,0.003112791,0.014094692,0.425840085,0.125733864,0.427405309,0
35284,-0.831033292,-0.000573037,-0.949717486,0.118066325,0.037907609,0.011923836,-0.546417014,0.06688697,0.003178165,-0.020908321,0.125218608,-0.126507858,-0.068664026,0
69793,-0.963056368,-0.001580722,0.102752702,-0.077904679,-0.005532785,0.000713153,0.935114268,0.035924717,-0.001733799,-0.021094604,-2.316126085,-0.430936172,-2.251030665,0
90089,-0.661543349,-0.001734226,-0.099780363,0.114652366,0.031677053,0.012481838,1.232697218,0.053970398,0.002606133,-0.02270251,-0.000675841,0.069506054,-0.217277944,0
23725,1.592897166,-0.000479257,1.890194444,0.188547705,0.047833347,-7.44E-05,0.245443238,0.067604168,0.003080125,-0.017812224,0.695602596,-0.009825134,-0.145870409,0
63319,-0.742581634,0.00100578,-0.658027619,0.119337993,0.038562205,0.007735842,-0.390285134,0.066172159,0.003374622,-0.019505793,-0.081424793,-0.09910599,-0.050603231,0
27808,1.105651951,0.000189657,-0.217741683,0.114295542,0.043173336,0.005965889,0.201961366,0.063337032,0.003080125,0.129485637,-0.066518947,-0.13200231,-0.068664026,0
21656,-0.867743412,-0.001168719,0.43952864,0.177500845,0.037907609,0.002572647,0.390118873,0.058470425,0.003145471,-0.022316678,0.538252019,0.076646584,0.967407504,0
29993,0.600841759,-0.000712741,-0.419872007,0.143455024,0.041191008,0.001647931,1.407243332,0.05778527,0.003145471,-0.018794045,0.319956845,0.07203201,0.413929072,0
18645,0.909750863,0.000413579,-0.658027619,0.177500845,0.043836116,0.003640088,-0.059576703,0.067604168,0.003145471,0.02711775,-0.104116128,-0.053066709,-0.021102171,0
49208,-0.831033292,-0.000970099,0.134437314,0.136526468,0.036601597,0.001103939,-0.525182713,0.064042171,0.003178165,-0.022143893,-0.167495212,0.210722549,-0.57181036,0
33376,1.06990392,-0.001528988,0.475689012,-0.02237616,0.023779719,-7.44E-05,-0.525182713,0.034714521,0.002884433,-0.021395282,-1.233758009,0.575177477,-0.108220058,0
58330,2.330584354,-0.001275511,0.199117216,-0.535661631,-0.100133597,-7.44E-05,-1.016498266,0.054398229,0.002982214,1.591505393,-1.378052633,-0.115213466,-0.068664026,0
72816,0.014541891,-0.001006464,-0.576560433,0.102196853,0.029496752,-7.44E-05,-1.016498266,0.054398229,0.003505861,-0.014090673,1.368003845,-0.115213466,-0.068664026,0
80207,0.024721236,-0.002302373,2.500250767,-0.291075692,-0.017274572,-7.44E-05,-0.91880167,-0.327757402,0.001239075,-0.021828114,-1.333344984,1.20552668,0.374222799,0
38103,0.024721236,-0.000403883,-0.658027619,0.146274749,0.037907609,0.009627547,-0.390285134,0.064042171,0.003210874,0.449177081,0.244090724,0.130919809,0.104987459,0
42408,0.635979985,-0.000942756,-0.078343175,0.137898288,0.039217851,-7.44E-05,0.783313179,0.05778527,0.003112791,-0.021155235,0.25536536,-0.008026562,0.434477629,0
9928,0.844793869,0.001648635,-0.371693457,0.140662811,0.044499886,0.004395714,0.059732577,0.066172159,0.003145471,-0.018134525,0.78295633,0.236765327,0.594830526,0
73382,2.341019465,-0.001450958,-3.245497005,-4.763333589,-4.160074527,-0.002404235,-0.955044285,-13.12002631,0.001047288,-0.030214693,-1.101928052,-0.115213466,2.267830246,0
90642,-0.760117362,-0.001183621,1.324623428,0.143882092,0.035174097,0.005166177,-0.315164741,0.058469196,0.003075286,-0.022775246,0.132243166,-0.400260947,-0.366881933,0
45714,0.884405847,0.001426465,2.049950761,0.214949514,0.041191008,-7.44E-05,-0.400478113,0.071225539,0.003080125,-0.020393428,0.268467747,-0.017950457,0.15059289,0
82979,-0.502772782,-0.000860383,-0.270649589,0.156357934,0.04053226,0.006114337,0.464855814,0.05984836,0.003473031,-0.021774816,0.676826964,0.288700481,0.37816342,0
90205,-0.746846982,-0.000955431,0.984505646,0.17099065,0.045761442,0.001619079,0.989906952,0.060647659,0.00350382,-0.022706025,0.3752319,-0.028309301,0.092115195,0
10957,-0.103151713,-0.002433345,-0.395975787,0.106952558,0.036601597,0.027499926,-0.339754226,0.060541113,0.002949606,-0.015296144,1.593872574,-0.180574497,0.94188342,0
59550,-0.594409312,-0.001477027,-0.371693457,0.101024431,0.038562205,0.001492863,0.373341461,0.059158126,0.002917012,-0.021926941,-0.12590356,0.051159309,0.465388055,0
71984,-1.306594178,0.000403805,-0.371693457,0.119337993,0.036601597,-7.44E-05,-0.835952301,0.081669121,0.003178165,-0.021682742,0.205168547,-0.025704938,0.407929685,0
64318,-1.237245154,0.006360805,-0.270649589,0.185359675,0.035950198,0.00477154,-0.153867748,0.058470425,0.003309082,-0.012562517,0.136246742,-0.110131097,-0.054354962,0
76481,-0.943576536,0.001075564,-0.638192172,0.121903273,0.037907609,0.011352817,-0.721426272,0.076392434,0.003670198,-0.021562055,1.287647763,0.91967547,1.270182642,0
75912,-0.26984575,0.001902511,-0.163214883,0.13516164,0.037907609,0.018297552,-0.483110161,0.066172159,0.003309082,-0.014260542,0.294193063,0.063602197,0.038862721,0
4374,-0.059100953,0.000807166,-0.190681964,0.147694872,0.038562205,0.006262606,0.023397184,0.060541113,0.003178165,-0.019490735,1.520638666,0.19158145,1.055420868,0
59367,-0.759903677,-0.002885532,-0.618007408,0.111818802,0.034002532,0.022059162,0.456612033,0.055745239,0.002494545,-0.022100803,-0.368066632,-0.176475244,-0.123480494,0
3837,-2.20113491,-0.001528988,-0.019677113,0.15929934,0.030778619,0.003715897,0.578753623,0.053061706,0.000728353,-0.022819558,-0.359905391,-0.193692697,-0.569839906,0
33134,2.201521543,-0.001310845,-1.677122591,-1.595558261,-0.289726179,-0.01092027,-0.859386796,-1.006369933,0.002203331,-0.086565657,1.676280525,-0.115213466,0.914958894,0
49195,0.988627501,-0.000942756,2.861723464,0.088531492,0.039874539,-7.44E-05,-0.535783082,0.072690381,0.003145471,-0.021217315,2.297501182,0.914477736,0.484686168,0
69851,0.122146054,-0.002112503,-0.511649494,0.050937768,0.035950198,-0.242645463,-0.380121444,0.05984836,0.00268925,-0.067291601,-0.41894286,-0.040646746,-0.040863236,0
5176,-0.334584415,0.002755202,0.166557959,0.175948285,0.041850775,-7.44E-05,0.798700433,0.059158126,0.003309082,-0.02031576,0.071427647,-0.000948222,-0.259801055,0
2634,-1.66608156,-0.0041217,-0.078343175,0.153443278,0.028857421,0.002419182,0.193211712,0.051076089,0.000346733,-0.022626105,-0.845896107,-0.138564339,-0.334491406,0
24218,-0.473396833,-0.001563502,0.299452356,0.106952558,0.027581904,0.005370249,-0.280038003,0.046527825,0.002884433,-0.022476292,-0.198910229,-0.174783294,-0.902015834,0
11219,2.308903898,-0.001293194,-0.822269974,-0.089106122,-0.039551343,0.008101602,-1.016498266,0.054398229,0.002949606,0.259258269,-0.272363938,-0.115213466,-5.974666603,0
87058,-0.517674861,0.000218759,-0.371693457,0.116802008,0.039217851,0.005965889,-0.211573453,0.064042171,0.003243596,-0.007054269,0.148751269,-0.033757051,0.07455509,0
649,-0.578758732,0.005818642,-0.511649494,0.120616985,0.039217851,0.010348711,-0.192240381,0.063337032,0.003407412,-0.019623821,-0.111142426,0.0019363,-0.173480094,0
14438,-0.642307931,-0.000356621,-0.511649494,0.142055467,0.035950198,0.027566441,-0.380121444,0.05984836,0.003178165,-0.022525118,-0.254649581,0.154538806,0.146650061,0
22203,0.319669658,0.000817069,0.040681249,0.132453055,0.039874539,0.007369091,0.032511536,0.061934119,0.003178165,0.004103175,0.042644439,-0.047386054,0.018265482,0
10082,-0.812968982,-3.23E-05,0.166557959,0.179059829,0.037907609,0.003412321,0.594801114,0.05778527,0.003145471,-0.022470973,0.097872658,-0.132494932,-0.041682502,0
68699,2.339430271,-0.001266658,-3.236638547,-4.822555895,-0.66671706,-0.004128652,-1.016498266,0.054398229,-0.007998089,-0.022901778,-5.579707099,-1.425826763,-5.815711207,0
18428,-0.594409312,0.004382124,1.392449793,0.235772934,0.041850775,-7.44E-05,0.140330777,0.063337032,0.003374622,-0.022427937,0.098550865,0.208179153,0.06817174,0
59131,-0.416302808,0.002672399,-0.576560433,0.131109347,0.036601597,0.021379616,1.060719948,0.056422662,0.003276332,-0.012385278,0.14348753,-0.074191433,0.201676893,0
35702,-0.308335401,0.002693088,-0.347022339,0.129772726,0.03725407,0.004094113,0.522152909,0.057102678,0.003341845,-0.003203147,-0.340582017,-0.18296761,-0.673392516,0
8758,1.121292379,0.000384268,-0.019677113,0.201550811,0.052539926,0.002649286,-0.1064362,0.079394465,0.003210874,-0.004838389,-0.391684375,-0.044604362,0.003523162,0
87721,-0.334584415,0.002631045,-0.715530191,0.137898288,0.03725407,0.00941053,-0.847646479,0.093330488,0.003080125,-0.0175385,0.994256677,-0.017441525,0.35688312,0
67145,-1.237245154,-0.001275511,-0.855621313,-0.140259308,0.019387679,0.000477748,-1.004099038,-0.619146076,0.002138747,-0.021038821,-0.312285374,-0.476725531,-1.016821921,0
88203,-1.751790713,-0.005894988,-0.443384797,0.11554507,0.030778619,0.001492863,-0.871173845,0.038982953,-0.071634287,-0.022398434,-0.67662267,-0.486101143,-0.390438378,0
64754,0.373445304,0.001145483,0.822207333,0.223521218,0.041850775,4.74E-06,0.262713813,0.061934119,0.003178165,-0.01471268,-0.045957629,-0.015420268,0.287635758,0
65046,1.350851688,-0.001284357,-0.163214883,0.046282543,0.029496752,0.001337512,-1.016498266,0.054398229,0.002982214,0.014189416,1.302296815,-0.115213466,3.348092177,0
49635,1.035707199,-0.002628256,-0.871909577,-0.405190879,-0.042914703,-0.039302514,0.122554907,-0.010960276,-0.001827722,-0.022935391,-1.334538861,-0.178198181,-1.147965026,0
24158,-0.125743285,0.000916261,0.946339467,0.190151188,0.041191008,0.00118187,0.050679087,0.063337032,0.003243596,-0.018964114,-0.092335978,-0.067153621,-0.068664026,0
70666,-0.069974989,0.005905176,-0.638192172,0.169802653,0.048502915,0.001103939,-0.30977352,0.081669121,0.003440215,0.135065298,0.242959179,0.129445966,-0.016462462,0
46930,1.723193661,0.001035671,2.32720119,0.177500845,0.052539926,-7.44E-05,0.032511536,0.075647501,0.003112791,-0.012203163,0.941008632,0.340258192,1.253423912,0
39166,-0.812968982,3.50E-05,2.861723464,0.091868291,0.03142118,-7.44E-05,-0.967228172,0.028184033,0.005195251,-0.02245405,1.552315133,-1.270092531,-4.410482628,0
76532,2.326669325,-0.001248925,-2.596776482,-12.4057566,-0.454907837,-0.006216222,-1.016498266,0.054398229,0.003341845,-0.039328719,2.141468335,-0.115213466,-0.068664026,0
75697,0.140724669,-0.002012625,0.199117216,0.079870329,0.028857421,0.001492863,0.095747974,0.051076089,0.002851868,-0.009528173,-0.792326693,-0.239815921,-0.203169331,0
36712,-0.61021617,0.004297182,-0.489270844,0.121903273,0.041850775,0.006114337,1.836999414,0.057102678,0.003505861,-0.018460181,0.804883139,0.518990666,0.630972686,0
43569,-0.282559857,-0.001293194,-0.638192172,0.110591501,0.032064841,-7.44E-05,-1.016498266,0.054398229,0.003014836,-0.018720668,-0.964764551,-0.115213466,-0.068664026,0
43474,1.346630154,-0.000526209,-0.395975787,0.166768853,0.047164729,4.74E-06,0.634684556,0.063337032,0.003112791,0.025700412,0.49274013,0.097087708,0.249519002,0
1341,-0.849290427,-0.003580174,-0.107048113,0.116802008,0.035950198,0.006040136,-0.1064362,0.058470425,0.002332639,-0.022335063,-0.259537569,-0.219827337,-0.391054006,0
5738,-0.563262182,-0.002925483,-0.511649494,0.12712085,0.032064841,0.020493384,-0.173005679,0.053728666,0.002819317,-0.022234896,0.213273351,0.020374537,-0.801723649,0
88224,-0.924308643,-0.001319658,0.904473695,0.101024431,0.025676324,-7.44E-05,-1.016498266,0.054398229,0.00278678,-0.020376439,1.395140037,-0.115213466,4.046037916,0
53160,-0.742581634,0.003254564,0.166557959,0.174402169,0.039217851,0.003184036,0.423487287,0.059158126,0.003309082,-0.01860598,0.360108915,0.136813208,0.249356639,0
18677,0.417468895,0.00072805,-0.5336555,0.157825303,0.041850775,0.003640088,-0.115876026,0.066172159,0.003178165,-0.010388479,0.449292855,0.007206726,0.697376872,0
7269,0.764274383,-0.001886912,-0.887947854,-0.101070303,-0.001364487,0.005593965,-0.431235543,-0.006454672,0.00165578,-0.018382417,-0.495291588,0.281028642,-0.57181036,0
75118,-0.708470654,-0.000280767,-0.597464801,0.147694872,0.03725407,0.012918537,-0.535783082,0.065459747,0.003276332,-0.008972271,-0.063799464,-0.109344143,-0.190735438,0
11804,2.021313589,-0.001240045,-0.270649589,0.129772726,0.047164729,0.012350836,4.55332714,0.056422662,0.003047473,0.00489755,1.131607806,0.044272798,-0.861841104,0
18069,-0.282559857,-0.001468344,-0.419872007,0.072553837,0.028219142,0.00180272,-0.676774223,0.039600381,0.002917012,-0.018275487,-0.243849386,-0.435100255,-0.233086933,0
5238,-0.742581634,-0.001597918,1.392449793,0.106952558,0.03142118,0.007295619,0.314118164,0.053061706,0.002624296,-0.022466622,0.942394065,0.083749067,1.755854877,0
36487,0.064625763,-0.000997383,-0.5336555,0.008594785,0.039217851,0.069067837,-0.546417014,0.071225539,0.003178165,-0.007535281,-0.252748383,-0.518402559,0.219195079,0
68770,1.441308397,-0.001398634,1.890194444,0.036335742,0.028219142,0.021855493,-0.835952301,0.025281742,0.003014836,0.06397916,1.223434156,0.254826137,0.669919314,0
56616,0.168057885,-0.001302024,-0.371693457,-0.015858839,0.026945696,8.38E-05,0.594801114,0.051076089,0.002819317,-0.013307432,-0.342169834,-0.015936502,-0.302667128,0
14409,0.185932825,-0.000777517,-0.555291574,0.143455024,0.039217851,-7.44E-05,-0.535783082,0.071956808,0.003210874,-0.022604851,0.952109957,0.035785433,0.518900161,0
45511,0.103274597,-0.001114897,0.299452356,0.131109347,0.035299882,0.000241618,0.331119991,0.056422662,0.003080125,-0.013087378,-0.100205616,-0.163010241,-0.068664026,0
68175,-0.61021617,-0.000573037,-0.107048113,0.073584921,0.04053226,0.027433396,1.779278514,0.056422662,0.003341845,-0.01718986,0.220608203,0.008584501,0.038059378,0
23655,0.004279318,0.001770313,-0.555291574,0.12712085,0.039874539,0.011066568,-0.115876026,0.063337032,0.003210874,-0.009818528,-0.123608678,-0.044343114,-0.17966777,0
80421,1.688954095,-0.001485703,1.487789705,-0.395870518,-0.019015848,-7.44E-05,-0.88300823,-0.246133878,0.002526964,0.033435485,1.227179346,-1.090011734,0.226855353,0
49189,-0.642307931,6.12E-06,-0.555291574,0.133803828,0.035950198,0.006558611,0.689970637,0.056422662,0.003210874,-0.008053783,0.070679821,-0.090987472,-0.57181036,0
68111,0.844793869,-0.000479257,-0.270649589,0.121903273,0.043173336,0.003867348,0.140330777,0.064042171,0.003080125,-0.014185587,0.217326926,-0.011675939,0.287802116,0
76652,-1.902440694,-0.001319658,-1.007931446,0.079870329,0.030778619,0.00295522,-0.942912376,0.022987774,0.002138747,-0.021574173,0.990214774,0.133786512,0.724783902,0
21669,0.014541891,-0.000156907,0.586949852,0.199903628,0.042511554,0.000556296,0.514010888,0.060541113,0.003276332,-0.021772393,0.429888711,0.001346767,0.557447284,0
56696,0.203537171,-0.001033667,1.996153964,0.133803828,0.036601597,-7.44E-05,-0.134825034,0.059158126,0.003112791,-0.022198595,0.252063812,0.008513011,0.283520952,0
90208,-1.105316386,-0.001122263,1.076428976,0.177268026,0.036175611,0.0022568,0.533950975,0.05667671,0.003279486,-0.022743125,-0.073381253,-0.203266442,-0.512002264,0
2581,-1.148502349,-0.00084201,-0.371693457,0.165261771,0.03725407,0.005220866,-0.483110161,0.064749747,0.003473031,-0.022549284,-0.009066492,0.14868105,-0.137289131,0
91743,-0.963972427,-0.001320299,-0.713387933,0.125089912,0.030171115,0.009771259,0.999260846,0.053191342,0.002605312,-0.022749347,0.390722054,0.044042668,0.704262492,1
46112,0.871419574,-0.001257795,3.244120135,-0.330107839,0.017519073,-7.44E-05,-1.016498266,0.054398229,0.00278678,0.036501831,-0.756827161,-0.115213466,-0.068664026,0
16811,0.54555028,-0.001726162,1.118744486,-1.021259328,-0.002558722,-7.44E-05,1.190559064,0.039600381,0.00117511,-0.022008797,-2.313738229,-0.412592367,-0.161317109,0
74178,-0.812968982,-0.002129093,-0.395975787,0.111818802,0.034650657,0.010060651,0.279915916,0.055745239,0.002884433,-0.013859464,1.712725105,0.695342316,1.926782234,0
50924,0.992360099,0.00047229,-0.658027619,0.08633459,0.04053226,0.003867348,-0.504081311,0.073426248,0.003112791,0.009127369,0.660932908,0.023310485,0.558598552,0
72298,0.965824417,-0.001511693,-0.787841992,-0.079698497,0.000431931,-0.20988794,-0.721426272,-0.054694113,0.002106473,-0.293361343,0.13155729,-0.782839237,-0.410281063,0
79952,-0.759903677,-0.001450958,0.040681249,0.114295542,0.036601597,0.006262606,0.364929125,0.057102678,0.002819317,-0.019767093,-0.031838967,-0.013048996,0.254553133,0
42596,-0.125743285,-0.001878495,-0.696687749,0.098698722,0.025043139,0.011638571,0.456612033,0.049112667,0.002397364,-0.022316194,0.851574288,-0.511913046,1.921934347,0
13064,0.303802134,0.002579397,-0.270649589,0.147694872,0.037907609,0.004621364,-0.431235543,0.065459747,0.003309082,-0.011521877,0.077617182,-0.165927572,-0.327106227,0
68068,0.588829423,-0.001424828,-0.217741683,-0.151631798,0.025043139,0.015940246,-0.567786954,0.035318704,0.002754256,-0.009487737,2.553524499,-0.115213466,5.307326138,0
78409,0.749227295,-0.001310845,2.104295455,-0.185202267,-0.028221668,-7.44E-05,-1.016498266,-2.934465777,0.002009717,-0.007125911,-1.080164075,1.028836361,-1.016821921,0
47186,2.332769073,-0.001257795,1.253306589,0.039009974,0.013189257,-7.44E-05,-1.016498266,0.054398229,0.003014836,14.50280674,-1.839943926,-1.425826763,-2.171332567,0
36279,-0.658597551,-0.000563682,-0.395975787,0.16376126,0.037907609,0.008174638,-0.050271517,0.060541113,0.003276332,-0.021865419,0.100781211,-0.07798553,0.197593745,0
55198,-2.20113491,-0.001424828,-0.489270844,0.108158491,0.03142118,0.000713153,-0.504081311,0.051076089,0.002656766,-0.022757874,-0.246989035,-0.052516451,0.120926114,0
11239,-0.416302808,-0.001477027,0.040681249,0.037224042,0.024410941,-7.44E-05,-1.016498266,0.054398229,0.002721746,-0.020584177,-0.287179068,-0.115213466,-0.068664026,0
37996,-0.675052886,-0.000366083,-0.734058865,0.118066325,0.035950198,0.010923254,-0.812700051,0.075647501,0.003178165,-0.022284742,-0.048328057,-0.03654943,-0.202226847,0
59380,0.981104676,-0.002195298,-0.752281882,0.13516164,0.027581904,0.004846552,-0.557084854,0.041464622,0.002949606,-0.01351141,0.134510681,-0.515439874,0.180453659,0
68250,-0.048317478,-0.001554882,2.678403501,0.133803828,0.027581904,-7.44E-05,-0.732689071,0.033511572,0.002819317,-0.019662676,-0.600084866,-0.689534778,0.805219135,0
18717,0.892945924,-0.000147349,-0.511649494,0.133803828,0.032709617,0.006484675,-0.600102423,0.053728666,0.003112791,0.003560121,0.060013463,-0.053986649,1.001469839,0
89627,-0.627212744,-0.002670858,-0.253029088,0.041656269,0.022694183,0.013421411,0.442118156,0.047377875,-0.00150706,-0.020460327,-1.242702489,-0.304810179,-0.698921761,0
16606,-0.905249336,-0.006743988,-0.638192172,0.125805646,0.032064841,0.011066568,-0.339754226,0.053061706,0.001848677,-0.021051918,-0.526311987,-0.419501083,-0.422936718,0
68189,-0.402363655,0.004968684,0.071501543,0.153443278,0.039217851,0.005668443,0.594801114,0.058470425,0.003276332,-0.019039425,-0.046915577,-0.067804359,-0.000753225,0
62593,-1.237245154,-0.001186599,-0.576560433,0.085244212,0.035299882,0.004696477,0.050679087,0.057102678,0.003243596,-0.022625622,0.102068635,0.023219833,0.161439761,0
82087,-1.403026666,-0.0008512,2.32720119,0.143455024,0.033355515,-7.44E-05,-0.380121444,0.055070423,0.003243596,-0.020778289,-0.053983294,0.059354356,-0.403628849,0
68901,-0.444578622,-0.000897056,-0.078343175,-0.35870877,0.026945696,0.000634764,-0.801140855,0.025281742,0.003145471,-0.020351197,-0.065770969,0.130143108,-0.352223331,0
72087,-0.334584415,-0.001346052,-0.217741683,0.080934923,0.030137148,-7.44E-05,-1.016498266,0.054398229,0.002917012,-0.016525517,0.101917329,-0.115213466,-1.443695933,0
16336,0.343045893,-2.27E-05,-0.244396677,0.153443278,0.041850775,0.007074958,-0.022486362,0.064749747,0.003178165,0.049530361,0.287840897,0.02045767,0.343233243,0
82760,1.290913887,-0.001240045,1.890194444,0.069487741,0.033355515,-7.44E-05,-0.589295372,0.055745239,0.003014836,-0.000975549,-0.180581313,0.084210602,0.092115195,0
66733,-0.19589905,8.32E-05,-0.296503066,0.12712085,0.03725407,0.006114337,-0.240761109,0.061236371,0.003178165,-0.018745451,0.405899861,0.113721028,0.035382321,0
87225,0.074403409,0.001175489,-0.618007408,0.149121809,0.052539926,0.002188503,0.104702879,0.073426248,0.003276332,0.441203332,1.229811219,0.236724069,0.385093749,0
15464,-0.26984575,0.001285718,0.232117657,0.172862512,0.042511554,0.004094113,0.658456154,0.060541113,0.003309082,-0.021299758,0.337543664,0.084758325,0.131157198,0
48758,1.36536963,-0.001468344,-0.658027619,-0.894191132,-0.067676151,-0.014598866,-0.567786954,-0.143668457,-0.000128716,-0.032806584,-0.91129804,1.08012814,-0.801723649,0
30508,0.739047408,-0.001398634,-0.576560433,0.066461291,0.032709617,0.010708044,-0.03172651,0.054398229,0.002982214,0.037960838,-0.055436973,-0.352404507,0.11023963,0
